# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	-0.8031748	0.222602	-4.31441e-11	-0.009999999	0	0
0	-0.7901145	0.22642043	1.4962002e-10	-0.009	0	0
0	-0.77658606	0.22993788	-2.061025e-10	-0.008	0	0
0	-0.7626324	0.23318933	1.6584363e-10	-0.0069999998	0	0
0	-0.7482278	0.23621818	4.7383486e-11	-0.0060000005	0	0
0	-0.73332995	0.2390688	5.023046e-11	-0.0049999994	0	0
0	-0.71789354	0.2417629	1.8519497e-10	-0.004	0	0
0	-0.7018674	0.24425572	-3.32413e-11	-0.0030000003	0	0
0	-0.68518364	0.24639896	2.2990643e-10	-0.002	0	0
0	-0.66772676	0.2479434	6.835221e-11	-0.001	0	0
0	-0.6472281	0.23789434	1.6417834e-10	7.632783e-17	0	0
0	-0.6214167	0.2375632	2.1649349e-13	0.001	0	0
0	-0.057559177	-0.09796522	-1.7188806e-11	0.002	0	0
0	-0.050483327	-0.09889668	2.1976865e-11	0.0030000003	0	0
0	-0.042987343	-0.10009892	3.747269e-11	0.004	0	0
0	-0.034087367	-0.10161191	-5.0105142e-11	0.0049999994	0	0
0	0.014809713	-0.108134866	-4.6963877e-11	0.0060000005	0	0
0	0.070817165	-0.09005445	2.032402e-11	0.0069999998	0	0
0	0.16710243	-0.08258141	1.0320633e-11	0.008	0	0
0	0.17435676	-0.08381949	3.7360115e-11	0.009	0	0
0	0.19296294	-0.08713744	-1.7804258e-11	0.009999999	0	0
0	0.56573737	-0.09732765	2.7220393e-11	0.011	0	0
0	0.4755787	-0.011408144	5.342134e-11	0.012000001	0	0
0	0.52802813	0.059083927	1.2507412e-10	0.012999998	0	0
0	0.5375037	0.05802576	-7.042149e-11	0.0139999995	0	0
0	0.6234186	0.026547447	5.353118e-11	0.015	0	0
0	0.6323139	0.02595446	-4.7695403e-11	0.016	0	0
0	0.65031064	0.035912216	-4.4596077e-11	0.017000003	0	0
0	0.7040291	-0.1056523	-1.261583e-10	0.018	0	0
0	0.7250843	-0.10974039	4.9983885e-11	0.019	0	0
0	0.84555805	-0.04753951	-1.9041296e-12	0.019999998	0	0
0	0.85347044	-0.04792921	1.0736252e-10	0.021	0	0
0	0.8858572	-9.688083e-07	4.509261e-11	0.022	0	0
0	0.88960963	-6.344635e-09	-1.2244328e-10	0.023	0	0
0	0.89315134	5.180482e-09	2.8166808e-10	0.024000002	0	0
0	0.8964989	-6.4610504e-09	1.0540294e-10	0.025000002	0	0
0	0.899669	-2.5029294e-09	-1.2890099e-11	0.025999997	0	0
0	0.9026758	-6.6356733e-09	5.562928e-11	0.026999999	0	0
0	0.90553266	-1.2805685e-09	1.4099087e-10	0.027999999	0	0
0	0.90825075	-1.8626451e-09	1.5945692e-10	0.029	0	0
0	0.9108406	-5.820766e-09	-7.644246e-12	0.03	0	0
0	0.9133111	-2.6775524e-09	1.6298341e-11	0.031000001	0	0
0	0.9156713	-8.731149e-10	4.4859748e-11	0.032	0	0
0	0.9179282	-1.3387762e-09	-3.8877346e-10	0.032999996	0	0
0	0.9200892	-2.0954758e-09	-5.080804e-12	0.034000006	0	0
0	0.92216074	-6.170012e-09	1.4983279e-10	0.035	0	0
0	0.9241476	-5.0640665e-09	1.7578293e-11	0.036	0	0
0	0.9260562	-1.1059456e-08	4.9885502e-11	0.037	0	0
0	0.9278912	-3.434252e-09	-7.804608e-11	0.038	0	0
0	0.92965704	-1.7462298e-09	-1.81697e-11	0.039	0	0
0	0.93135774	-7.21775e-09	-3.10359e-11	0.039999995	0	0
0	0.9329977	-3.8999133e-09	2.9484643e-10	0.041000005	0	0
0	0.9345806	-6.868504e-09	-8.3980725e-11	0.042	0	0
0	0.93611	-7.1013346e-09	2.5615607e-11	0.043000005	0	0
0	0.9375895	-4.3655746e-09	-4.6880992e-11	0.044	0	0
0	0.9390224	-6.9267116e-09	1.7617331e-11	0.045	0	0
0	0.94041276	-5.0640665e-09	-6.899353e-11	0.046	0	0
0	0.94176465	-9.19681e-09	1.0492127e-10	0.046999995	0	0
0	0.9430835	-7.450581e-09	-1.2406777e-10	0.048000004	0	0
0	0.94437766	-6.4028427e-09	-8.077796e-11	0.049	0	0
0	0.94566447	-7.9744495e-09	1.4651506e-10	0.050000004	0	0
0	0.94702625	-6.490154e-09	9.7951314e-11	0.051	0	0
0	0.95444566	6.5308996e-08	-5.949902e-11	0.051999994	0	0
0	0.955192	5.5297278e-08	-1.9614213e-11	0.053	0	0
0	0.95592093	6.571645e-08	1.7472343e-11	0.053999998	0	0
0	0.9566332	6.22822e-08	-4.3708717e-11	0.055000003	0	0
0	0.95732915	6.3853804e-08	-1.5843539e-10	0.055999998	0	0
0	0.9580097	5.7742e-08	2.635437e-11	0.057000004	0	0
0	0.9586749	6.065238e-08	9.010248e-11	0.058	0	0
0	0.95932555	5.378388e-08	1.7268506e-11	0.059000008	0	0
0	0.959962	4.7730282e-08	-3.4352537e-10	0.06	0	0
0	0.96058476	4.9942173e-08	7.56007e-11	0.060999997	0	0
0	0.9611942	4.7439244e-08	-2.2886738e-11	0.062000003	0	0
0	0.9617908	4.778849e-08	1.2780492e-10	0.063	0	0
0	0.96237504	4.924368e-08	4.274185e-12	0.064	0	0
0	0.962947	4.4936314e-08	-9.325488e-11	0.065	0	0
0	0.96350735	4.2142347e-08	4.471811e-11	0.06599999	0	0
0	0.96405613	4.2491592e-08	1.1159933e-10	0.067	0	0
0	0.9645942	3.8184226e-08	-9.2184885e-11	0.06800001	0	0
0	0.96512127	3.7718564e-08	-1.7841771e-10	0.069	0	0
0	0.96563816	3.5448465e-08	4.2505596e-11	0.07	0	0
0	0.9661449	3.8649887e-08	-1.7118043e-11	0.071	0	0
0	0.9666417	3.731111e-08	2.5447985e-10	0.072	0	0
0	0.967129	3.3644028e-08	5.361306e-11	0.07300001	0	0
0	0.96760714	3.1781383e-08	-2.9411064e-11	0.074	0	0
0	0.96807617	3.1664968e-08	-6.165072e-12	0.074999996	0	0
0	0.9685365	3.0559022e-08	-7.943077e-12	0.076	0	0
0	0.9689882	3.0733645e-08	3.8823014e-11	0.077	0	0
0	0.96943164	2.986053e-08	9.206524e-11	0.078	0	0
0	0.96986717	2.863817e-08	-3.419674e-11	0.079	0	0
0	0.9702946	2.3574103e-08	8.262672e-12	0.07999999	0	0
0	0.9707144	2.8288923e-08	-1.3601553e-10	0.081	0	0
0	0.97112685	2.8056093e-08	-9.370948e-11	0.08200001	0	0
0	0.971532	2.3457687e-08	-3.559704e-11	0.083	0	0
0	0.97193	2.3108441e-08	2.8986188e-11	0.084	0	0
0	0.97232115	2.7532224e-08	7.7523724e-11	0.08499999	0	0
0	0.9727057	2.4796464e-08	1.2846339e-11	0.08600001	0	0
0	0.97308344	2.2700988e-08	-4.6917716e-11	0.087000005	0	0
0	0.97345495	2.7008355e-08	3.5956654e-13	0.088	0	0
0	0.9738202	2.066372e-08	9.7342134e-12	0.088999994	0	0
0	0.9741793	2.3574103e-08	1.05966784e-10	0.09	0	0
0	0.9745326	2.2060703e-08	3.5461536e-11	0.091000006	0	0
0	0.9748799	2.1536835e-08	1.2125922e-10	0.092	0	0
0	0.9752215	2.2584572e-08	1.2401559e-11	0.093	0	0
0	0.97555786	2.2817403e-08	-7.901234e-11	0.09399999	0	0
0	0.97588855	1.9557774e-08	-3.815412e-11	0.095	0	0
0	0.976214	1.7229468e-08	3.2306616e-11	0.09600001	0	0
0	0.9765345	2.0721927e-08	6.953835e-11	0.097	0	0
0	0.97684973	1.7578714e-08	1.6410134e-11	0.098	0	0
0	0.9771601	1.8218998e-08	-7.879704e-11	0.09899999	0	0
